Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1967","1967","kg/ha","8236.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1968","1968","kg/ha","8236.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1969","1969","kg/ha","8236.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1970","1970","kg/ha","8236.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1971","1971","kg/ha","8236.7","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1972","1972","kg/ha","8237","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1973","1973","kg/ha","8237","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1974","1974","kg/ha","8237.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1975","1975","kg/ha","8237.4","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1976","1976","kg/ha","8236.9","E","Estimated value",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1977","1977","kg/ha","8235.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1978","1978","kg/ha","8133.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1979","1979","kg/ha","8717.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1980","1980","kg/ha","8726","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1981","1981","kg/ha","8692.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1982","1982","kg/ha","8649.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1983","1983","kg/ha","8641.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1984","1984","kg/ha","8779.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1985","1985","kg/ha","11745.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1986","1986","kg/ha","12262.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1987","1987","kg/ha","12126.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1988","1988","kg/ha","9304","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1989","1989","kg/ha","9888.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1990","1990","kg/ha","10215.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1991","1991","kg/ha","8121.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1992","1992","kg/ha","8384.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1993","1993","kg/ha","8514.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1994","1994","kg/ha","9111.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1995","1995","kg/ha","8669.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1996","1996","kg/ha","7776.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1997","1997","kg/ha","7706.3","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1998","1998","kg/ha","7338.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","1999","1999","kg/ha","7510.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2000","2000","kg/ha","7046.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2001","2001","kg/ha","6758.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2002","2002","kg/ha","8126.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2003","2003","kg/ha","6444","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2004","2004","kg/ha","6392.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2005","2005","kg/ha","6399.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2006","2006","kg/ha","6666.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2007","2007","kg/ha","6658.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2008","2008","kg/ha","5920.8","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2009","2009","kg/ha","6873.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2010","2010","kg/ha","7056.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2011","2011","kg/ha","7054.4","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2012","2012","kg/ha","7200.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2013","2013","kg/ha","7748.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2014","2014","kg/ha","7937.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2015","2015","kg/ha","9348.7","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2016","2016","kg/ha","9210.9","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2017","2017","kg/ha","9437.6","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2018","2018","kg/ha","9879.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2019","2019","kg/ha","9965.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2020","2020","kg/ha","9541.5","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2021","2021","kg/ha","9512.1","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2022","2022","kg/ha","9726","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2023","2023","kg/ha","9724.2","A","Official figure",""
"QCL","Crops and livestock products","356","India","5412","Yield","01316","Mangoes, guavas and mangosteens","2024","2024","kg/ha","10068.8","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1961","1961","kg/ha","13692","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1962","1962","kg/ha","13241.4","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1963","1963","kg/ha","14530","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1964","1964","kg/ha","14915.8","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1965","1965","kg/ha","13903.5","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1966","1966","kg/ha","15896.3","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1967","1967","kg/ha","15274.5","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1968","1968","kg/ha","14136.9","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1969","1969","kg/ha","13833.5","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1970","1970","kg/ha","14817","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1971","1971","kg/ha","14304.1","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1972","1972","kg/ha","17652.1","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1973","1973","kg/ha","15771.7","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1974","1974","kg/ha","15756.3","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1975","1975","kg/ha","18720.2","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1976","1976","kg/ha","19527.3","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1977","1977","kg/ha","14809.1","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1978","1978","kg/ha","19071.5","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1979","1979","kg/ha","18173.2","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1980","1980","kg/ha","20306.2","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1981","1981","kg/ha","18769.7","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1982","1982","kg/ha","21951.8","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1983","1983","kg/ha","17977.3","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1984","1984","kg/ha","23033.1","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1985","1985","kg/ha","20111.5","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1986","1986","kg/ha","21044.8","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1987","1987","kg/ha","19577.8","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1988","1988","kg/ha","26291.1","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1989","1989","kg/ha","23859.2","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1990","1990","kg/ha","20992.4","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1991","1991","kg/ha","24295.9","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1992","1992","kg/ha","24028.6","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1993","1993","kg/ha","25020.3","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1994","1994","kg/ha","24484.5","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1995","1995","kg/ha","24402.9","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1996","1996","kg/ha","26805.3","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1997","1997","kg/ha","25639.7","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1998","1998","kg/ha","26193.8","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","1999","1999","kg/ha","25986.5","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","2000","2000","kg/ha","27970.3","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","2001","2001","kg/ha","28674.1","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","2002","2002","kg/ha","29396.4","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","2003","2003","kg/ha","30125.3","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","2004","2004","kg/ha","30805.2","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","2005","2005","kg/ha","31831.7","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","2006","2006","kg/ha","30703","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","2007","2007","kg/ha","32201.4","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","2008","2008","kg/ha","33832.2","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","2009","2009","kg/ha","38938","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","2010","2010","kg/ha","35416.9","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","2011","2011","kg/ha","35637.6","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","2012","2012","kg/ha","34749.3","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","2013","2013","kg/ha","36417.7","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","2014","2014","kg/ha","37339.2","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","2015","2015","kg/ha","37942.4","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","2016","2016","kg/ha","38563.8","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","2017","2017","kg/ha","39154.1","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","2018","2018","kg/ha","39751.9","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","2019","2019","kg/ha","40399.7","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","2020","2020","kg/ha","40885.9","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","2021","2021","kg/ha","41604","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","2022","2022","kg/ha","41698.4","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","2023","2023","kg/ha","42190.8","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01341","Apples","2024","2024","kg/ha","42687.5","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1961","1961","kg/ha","7384.9","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1962","1962","kg/ha","4878.7","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1963","1963","kg/ha","8011.4","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1964","1964","kg/ha","4320.7","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1965","1965","kg/ha","3957.2","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1966","1966","kg/ha","5372.8","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1967","1967","kg/ha","6464.8","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1968","1968","kg/ha","9567.2","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1969","1969","kg/ha","12851.4","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1970","1970","kg/ha","10476","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1971","1971","kg/ha","11622.1","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1972","1972","kg/ha","10701.1","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1973","1973","kg/ha","12407.5","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1974","1974","kg/ha","11294.8","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1975","1975","kg/ha","11529.2","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1976","1976","kg/ha","10934.3","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1977","1977","kg/ha","11195.5","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1978","1978","kg/ha","12091.8","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1979","1979","kg/ha","13213","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1980","1980","kg/ha","11994.4","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1981","1981","kg/ha","11845.2","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1982","1982","kg/ha","14293.1","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1983","1983","kg/ha","12631.2","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1984","1984","kg/ha","14224.5","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1985","1985","kg/ha","13965.3","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1986","1986","kg/ha","15957.1","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1987","1987","kg/ha","14699.1","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1988","1988","kg/ha","14125.9","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1989","1989","kg/ha","14737.7","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1990","1990","kg/ha","16038.4","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1991","1991","kg/ha","16251.2","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1992","1992","kg/ha","11950.5","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1993","1993","kg/ha","11038.9","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1994","1994","kg/ha","11428.8","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1995","1995","kg/ha","11248.5","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1996","1996","kg/ha","12690.5","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1997","1997","kg/ha","12222.9","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1998","1998","kg/ha","20625.6","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","1999","1999","kg/ha","21040.4","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","2000","2000","kg/ha","21504.1","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","2001","2001","kg/ha","19545.3","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","2002","2002","kg/ha","32935.5","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","2003","2003","kg/ha","37120","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","2004","2004","kg/ha","34970.9","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","2005","2005","kg/ha","50504.5","A","Official figure",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","2006","2006","kg/ha","49647.5","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","2007","2007","kg/ha","49392.7","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","2008","2008","kg/ha","49451.7","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","2009","2009","kg/ha","49440.7","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","2010","2010","kg/ha","50932.1","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","2011","2011","kg/ha","51303.1","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","2012","2012","kg/ha","50878.9","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","2013","2013","kg/ha","55205.8","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","2014","2014","kg/ha","57119","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","2015","2015","kg/ha","57017","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","2016","2016","kg/ha","56980.3","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","2017","2017","kg/ha","57280","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","2018","2018","kg/ha","57595.5","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","2019","2019","kg/ha","57867.5","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","2020","2020","kg/ha","58282.2","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","2021","2021","kg/ha","61246.9","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","2022","2022","kg/ha","61632.8","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","2023","2023","kg/ha","62366.7","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01312","Bananas","2024","2024","kg/ha","63100.6","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1961","1961","kg/ha","2787.5","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1962","1962","kg/ha","2137.5","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1963","1963","kg/ha","2135.7","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1964","1964","kg/ha","3125","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1965","1965","kg/ha","3715.8","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1966","1966","kg/ha","2673.3","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1967","1967","kg/ha","3673.3","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1968","1968","kg/ha","2173.3","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1969","1969","kg/ha","3820","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1970","1970","kg/ha","3780","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1971","1971","kg/ha","2800","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1972","1972","kg/ha","3888.2","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1973","1973","kg/ha","3782.4","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1974","1974","kg/ha","3754.5","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1975","1975","kg/ha","3638.5","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1976","1976","kg/ha","3709.1","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1977","1977","kg/ha","3757.1","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1978","1978","kg/ha","4114.3","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1979","1979","kg/ha","2760","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1980","1980","kg/ha","4500","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1981","1981","kg/ha","3990.9","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1982","1982","kg/ha","4438.5","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1983","1983","kg/ha","4263.2","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1984","1984","kg/ha","4242.9","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1985","1985","kg/ha","4022.6","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1986","1986","kg/ha","3685.7","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1987","1987","kg/ha","4014.3","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1988","1988","kg/ha","3622","E","Estimated value",""
"QCL","Crops and livestock products","710","South Africa","5412","Yield","01344.02","Cherries","1989","1989","kg/ha","3152","E","Estimated value",""
